longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-118.22,33.94,42.0,1046.0,287.0,1218.0,289.0,2.6538,<1H OCEAN,129705.83553575157
-118.19,33.91,33.0,915.0,225.0,826.0,212.0,2.7708,<1H OCEAN,130343.79357455984
-118.41,34.01,26.0,2503.0,449.0,1218.0,426.0,5.3683,<1H OCEAN,410153.39067009126
-118.12,34.14,25.0,3420.0,977.0,1718.0,947.0,3.1033,<1H OCEAN,214849.04464297675
-122.34,37.57,28.0,3751.0,949.0,1691.0,846.0,3.9728,NEAR OCEAN,352332.179081931
-122.53,38.32,22.0,3577.0,,1371.0,501.0,5.795,<1H OCEAN,280300.3690225598
-121.62,36.43,20.0,1335.0,290.0,717.0,243.0,4.7891,<1H OCEAN,248630.15675296437
-117.87,33.72,37.0,2216.0,497.0,2445.0,506.0,3.8421,<1H OCEAN,181357.8085428695
-120.69,35.52,26.0,2758.0,571.0,1291.0,522.0,2.925,<1H OCEAN,170690.31472599506
-121.87,37.66,27.0,1569.0,242.0,583.0,214.0,5.7519,INLAND,281305.73897601076
-117.73,33.51,5.0,4549.0,786.0,1238.0,632.0,6.1785,<1H OCEAN,346221.6417080045
-121.99,37.33,35.0,1802.0,291.0,841.0,315.0,4.8365,<1H OCEAN,260953.81962540024
-122.01,37.06,19.0,4113.0,767.0,2006.0,732.0,5.1121,NEAR OCEAN,314768.0746791588
-119.64,37.61,30.0,2857.0,661.0,291.0,135.0,2.6838,INLAND,122025.50316433221
-117.23,32.75,23.0,2415.0,653.0,1275.0,596.0,3.1389,NEAR OCEAN,230046.452224885
-117.16,32.89,5.0,8576.0,1952.0,5006.0,1827.0,4.3598,<1H OCEAN,206572.78515337
-117.98,33.76,24.0,1880.0,405.0,967.0,418.0,4.4545,<1H OCEAN,208984.8829012966
-118.07,34.11,47.0,832.0,194.0,419.0,156.0,3.1576,<1H OCEAN,222387.77763015014
-122.45,37.78,45.0,2747.0,699.0,1320.0,693.0,3.1576,NEAR BAY,362492.7959365171
-122.22,38.08,37.0,2811.0,,1574.0,516.0,3.1053,NEAR BAY,122958.68068438722
-118.25,34.0,32.0,1218.0,342.0,1292.0,304.0,1.5781,<1H OCEAN,104862.83531623568
-121.96,36.99,23.0,3209.0,748.0,1423.0,666.0,2.7375,NEAR OCEAN,229192.97180764723
-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,<1H OCEAN,222650.4699952401
-118.38,34.3,39.0,1622.0,355.0,903.0,314.0,4.1125,<1H OCEAN,204151.7384760814
-118.37,34.08,22.0,3008.0,938.0,1224.0,816.0,3.2149,<1H OCEAN,360427.0823677624
-121.33,38.7,15.0,2226.0,421.0,1004.0,417.0,2.7868,INLAND,124666.09760586823
-118.08,34.14,42.0,2690.0,589.0,1149.0,535.0,3.88,INLAND,286705.42840477766
-122.26,38.16,23.0,2840.0,491.0,1586.0,466.0,4.0337,NEAR BAY,152861.49549860365
-118.43,34.29,50.0,1181.0,265.0,1196.0,269.0,3.2095,<1H OCEAN,235183.45953222242
-122.44,37.76,30.0,5089.0,1210.0,1935.0,1139.0,4.6053,NEAR BAY,396832.6830851777
-120.86,37.77,28.0,1208.0,232.0,535.0,232.0,2.3523,INLAND,100742.38108327065
-117.89,33.82,21.0,1591.0,298.0,904.0,297.0,4.8906,<1H OCEAN,209130.62298642486
-121.37,38.6,36.0,1119.0,144.0,414.0,150.0,5.8336,INLAND,220429.29797979794
-118.14,33.95,42.0,1413.0,228.0,630.0,219.0,6.8564,<1H OCEAN,430254.9190770037
-122.07,37.66,21.0,5031.0,1168.0,2461.0,1042.0,3.875,NEAR BAY,231997.8778153757
-118.56,34.41,4.0,17313.0,3224.0,6902.0,2707.0,5.6798,<1H OCEAN,286723.49177744205
-121.88,37.27,24.0,4567.0,688.0,2102.0,695.0,5.6895,<1H OCEAN,271006.97124218306
-122.2,37.77,39.0,2689.0,597.0,1888.0,537.0,2.2562,NEAR BAY,106988.18829256049
-118.34,34.17,49.0,3033.0,580.0,1284.0,561.0,4.1161,<1H OCEAN,296313.1607843636
-122.43,37.61,21.0,10252.0,2595.0,4790.0,2428.0,4.1692,NEAR OCEAN,319904.1058908955
-117.99,33.68,13.0,4000.0,883.0,1999.0,881.0,4.7245,<1H OCEAN,247634.54173206622
-121.91,37.33,52.0,2212.0,563.0,1195.0,532.0,2.894,<1H OCEAN,196049.46519566618
-118.32,33.88,37.0,1402.0,254.0,722.0,251.0,6.4781,<1H OCEAN,397220.3189852964
-122.05,37.97,16.0,60.0,10.0,65.0,19.0,6.1359,NEAR BAY,220920.30327275244
-122.2,39.75,18.0,2603.0,576.0,1616.0,588.0,2.0192,INLAND,74978.93683585274
-123.85,39.42,11.0,1804.0,506.0,895.0,451.0,1.7574,<1H OCEAN,97829.25375008977
-118.9,34.2,16.0,6510.0,817.0,2304.0,778.0,7.9943,<1H OCEAN,406092.7776115878
-120.86,37.6,25.0,1178.0,206.0,709.0,214.0,4.5625,INLAND,156643.4862151701
-122.26,38.57,22.0,509.0,103.0,139.0,73.0,2.1979,INLAND,121604.7970951119
-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74,<1H OCEAN,235114.24742077888
-117.57,33.9,7.0,3797.0,850.0,2369.0,720.0,3.5525,INLAND,143281.0433044226
-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5.8311,<1H OCEAN,388163.6940147757
-121.92,36.56,39.0,2144.0,538.0,749.0,419.0,2.7039,NEAR OCEAN,245902.71530572933
-121.47,38.61,35.0,1372.0,360.0,850.0,328.0,1.6331,INLAND,69503.63574043543
-118.4,34.1,27.0,3979.0,510.0,1351.0,520.0,15.0001,<1H OCEAN,500001.0
-119.87,36.83,4.0,4833.0,784.0,2088.0,789.0,5.1781,INLAND,143120.9466046946
-120.42,34.94,32.0,2844.0,551.0,1337.0,516.0,2.7188,<1H OCEAN,150472.1859867729
-121.27,38.05,26.0,378.0,75.0,164.0,65.0,3.4107,INLAND,139655.4770244702
-118.15,33.85,36.0,1435.0,249.0,606.0,234.0,4.1439,<1H OCEAN,222154.3742141736
-122.2,37.9,36.0,2107.0,287.0,740.0,280.0,10.3416,NEAR BAY,495061.1833571429
-118.16,33.78,14.0,1709.0,558.0,1939.0,520.0,1.9808,NEAR OCEAN,155176.38872142538
-122.38,37.59,49.0,1657.0,266.0,613.0,270.0,5.7837,NEAR OCEAN,397018.2831869933
-118.2,33.9,26.0,1000.0,275.0,1178.0,263.0,2.12,<1H OCEAN,125169.8948582126
-118.23,33.91,33.0,677.0,182.0,984.0,174.0,2.5893,<1H OCEAN,106307.16751210952
-121.4,38.63,31.0,1540.0,452.0,1079.0,444.0,1.8571,INLAND,76072.70811211705
-121.82,37.81,12.0,4711.0,659.0,2089.0,621.0,8.3209,INLAND,332293.26876190474
-118.29,34.08,43.0,3056.0,1345.0,3920.0,1304.0,1.925,<1H OCEAN,218122.41167381115
-118.55,34.17,36.0,2127.0,297.0,761.0,274.0,7.8392,<1H OCEAN,485391.3923184421
-117.85,33.81,32.0,1766.0,322.0,876.0,330.0,4.0417,<1H OCEAN,209600.96423392973
-117.83,33.81,28.0,1972.0,315.0,970.0,326.0,5.4298,<1H OCEAN,244217.88171416897
-122.47,37.74,52.0,1538.0,305.0,819.0,319.0,4.0846,NEAR BAY,315578.37611560733
-120.18,34.75,17.0,2074.0,382.0,1035.0,359.0,3.7958,<1H OCEAN,212242.33842534278
-116.99,33.2,17.0,2980.0,539.0,1531.0,505.0,3.1553,<1H OCEAN,206024.80544283643
-121.76,38.55,23.0,8800.0,1857.0,6330.0,1832.0,2.065,INLAND,105616.33030520454
-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,<1H OCEAN,328130.13098722126
-119.72,36.32,40.0,1185.0,221.0,676.0,256.0,2.2721,INLAND,65844.98126641437
-117.12,32.59,28.0,2793.0,706.0,1825.0,676.0,2.6724,NEAR OCEAN,151077.37069880535
-122.26,37.54,5.0,3264.0,442.0,1607.0,453.0,9.1415,NEAR BAY,464852.3311170634
-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,3.5186,INLAND,144812.5634442484
-122.2,37.47,40.0,2959.0,389.0,985.0,365.0,9.9025,NEAR BAY,500001.0
-116.9,34.69,10.0,337.0,102.0,108.0,50.0,0.4999,INLAND,221255.96570666507
-120.84,38.81,11.0,1280.0,286.0,609.0,248.0,3.1635,INLAND,137502.99056857332
-117.37,33.97,34.0,3676.0,697.0,2653.0,682.0,2.5804,INLAND,102365.63068297485
-117.02,32.71,30.0,3187.0,592.0,2082.0,631.0,3.5388,NEAR OCEAN,126545.65025556792
-118.21,33.92,37.0,1705.0,403.0,1839.0,410.0,2.5833,<1H OCEAN,130225.72614010355
-121.64,40.9,24.0,2237.0,434.0,834.0,318.0,1.7538,INLAND,68712.49126317358
-117.23,32.86,16.0,1675.0,354.0,604.0,332.0,5.2326,NEAR OCEAN,272345.6462897394
-122.92,38.97,20.0,2067.0,384.0,904.0,333.0,2.9934,<1H OCEAN,142236.6668635753
-118.36,34.09,34.0,2832.0,883.0,1594.0,843.0,1.7558,<1H OCEAN,258674.46876924156
-117.9,33.74,19.0,1566.0,379.0,1032.0,330.0,2.2105,<1H OCEAN,164030.29845175895
-121.02,39.27,52.0,3720.0,707.0,1424.0,609.0,3.2,INLAND,144650.0911763913
-122.19,37.76,52.0,2024.0,391.0,1030.0,350.0,2.4659,NEAR BAY,108693.153199005
-122.15,37.67,35.0,2472.0,398.0,1171.0,390.0,5.5797,NEAR BAY,283479.93820987036
-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,NEAR OCEAN,344696.8617908901
-122.53,37.93,37.0,1722.0,352.0,648.0,337.0,4.125,NEAR BAY,357729.4158609307
-117.67,33.55,6.0,3157.0,721.0,1695.0,710.0,3.7609,<1H OCEAN,189902.22192133262
-119.85,36.82,15.0,1387.0,236.0,638.0,195.0,5.5842,INLAND,146649.01225564966
-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201,<1H OCEAN,500001.0
-117.88,33.83,22.0,3522.0,543.0,1706.0,524.0,6.4685,<1H OCEAN,278562.21567286825
-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,<1H OCEAN,268643.09832937113
-117.8,33.75,29.0,3058.0,488.0,1197.0,474.0,5.3903,<1H OCEAN,279606.60103986255
-117.2,34.26,17.0,9419.0,1455.0,1382.0,459.0,6.2233,INLAND,218820.09671852097
-117.68,33.65,6.0,10395.0,1915.0,4783.0,1811.0,5.928,<1H OCEAN,290238.5827227226
-119.7,36.82,25.0,2379.0,540.0,1482.0,484.0,2.3173,INLAND,70202.55496882812
-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25,<1H OCEAN,202381.94422203113
-121.63,39.18,13.0,1907.0,347.0,821.0,367.0,2.0978,INLAND,87385.47724285955
-118.97,35.38,32.0,1361.0,363.0,1483.0,297.0,1.625,INLAND,51567.774294675
-121.75,39.4,29.0,1687.0,327.0,864.0,334.0,2.4943,INLAND,79272.49712664305
-122.32,37.55,46.0,1437.0,266.0,607.0,263.0,4.8068,NEAR OCEAN,348580.7416981096
-117.94,33.93,14.0,999.0,232.0,1037.0,244.0,2.7125,<1H OCEAN,158041.47107337127
-119.42,36.35,20.0,1469.0,303.0,1031.0,259.0,1.6645,INLAND,56936.257089272964
-122.31,38.0,29.0,3108.0,534.0,1687.0,516.0,4.3333,NEAR BAY,176151.89749559166
-119.96,38.94,27.0,1492.0,393.0,717.0,254.0,1.8906,INLAND,99859.86453554791
-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255,INLAND,115062.05838629165
-117.9,33.71,15.0,539.0,71.0,287.0,66.0,6.3427,<1H OCEAN,296730.2261846066
-122.46,37.88,35.0,2492.0,409.0,812.0,373.0,8.8386,NEAR BAY,464305.95174603193
-118.34,34.19,48.0,814.0,165.0,490.0,176.0,3.1406,<1H OCEAN,259665.25426540023
-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,<1H OCEAN,192968.38520658313
-118.18,34.02,43.0,887.0,219.0,965.0,217.0,2.625,<1H OCEAN,141599.7979018682
-119.83,36.8,24.0,3756.0,681.0,1586.0,739.0,3.8571,INLAND,93424.84843244463
-118.13,33.84,48.0,1895.0,294.0,881.0,293.0,6.3364,<1H OCEAN,401574.2865760883
-122.71,38.43,38.0,1689.0,526.0,1071.0,529.0,1.5026,<1H OCEAN,153766.7963001547
-119.72,34.43,36.0,1156.0,309.0,521.0,304.0,2.6014,<1H OCEAN,304929.1560351871
-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417,<1H OCEAN,171564.5823808211
-117.23,32.74,16.0,735.0,139.0,299.0,134.0,4.6354,NEAR OCEAN,246295.83443285048
-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,NEAR OCEAN,289101.92765334505
-121.96,37.23,36.0,4423.0,632.0,1719.0,608.0,7.8407,<1H OCEAN,488228.4712562438
-117.14,33.16,16.0,1660.0,,733.0,214.0,5.6874,<1H OCEAN,246961.42388893792
-121.29,37.87,29.0,488.0,108.0,308.0,115.0,2.6563,INLAND,113288.01447750337
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,INLAND,96377.3126706632
-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,<1H OCEAN,195710.34106176603
-122.38,37.58,52.0,2039.0,299.0,772.0,303.0,6.471,NEAR OCEAN,436678.7354777501
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,NEAR BAY,200369.5184188827
-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,INLAND,100208.17113833752
-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,<1H OCEAN,316850.50555528863
-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,NEAR BAY,183797.20627090643
-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,INLAND,396864.2295220057
-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,INLAND,151458.43714395625
-122.68,38.07,26.0,1445.0,244.0,510.0,207.0,5.6305,NEAR OCEAN,351518.3905536926
-121.67,36.67,24.0,3071.0,544.0,1477.0,560.0,3.9219,<1H OCEAN,205736.8719622261
-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,<1H OCEAN,141651.06749998362
-121.98,37.28,28.0,3688.0,633.0,1877.0,620.0,5.7251,<1H OCEAN,303316.0445289
-117.93,33.84,34.0,2160.0,298.0,852.0,305.0,6.0531,<1H OCEAN,296118.05614197644
-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,NEAR OCEAN,433405.83750877646
-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,NEAR BAY,165502.8077731035
-119.23,34.42,16.0,630.0,117.0,343.0,100.0,5.75,<1H OCEAN,317205.15329309297
-122.53,41.81,21.0,2400.0,485.0,1109.0,443.0,1.7639,INLAND,66586.54982108145
-122.01,37.39,36.0,1976.0,361.0,1348.0,371.0,5.6447,<1H OCEAN,278346.8029880164
-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,NEAR BAY,160143.39849950292
-121.62,36.71,24.0,4195.0,706.0,2200.0,647.0,4.3451,<1H OCEAN,225005.1550178182
-118.1,33.84,36.0,690.0,109.0,316.0,104.0,3.7813,<1H OCEAN,193606.50530489485
-122.5,37.75,45.0,1672.0,344.0,838.0,314.0,4.1419,NEAR OCEAN,279253.2362213845
-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,INLAND,148554.71111156177
-117.31,33.24,6.0,1580.0,288.0,792.0,265.0,4.0469,<1H OCEAN,185154.70319538828
-120.79,37.08,9.0,97.0,20.0,91.0,22.0,2.9063,INLAND,130281.19888924189
-121.87,37.34,52.0,1170.0,215.0,604.0,207.0,2.6667,<1H OCEAN,214607.57333045572
-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,<1H OCEAN,303414.4967429215
-122.52,37.96,35.0,2012.0,346.0,818.0,352.0,5.2818,NEAR BAY,307562.8406232629
-118.3,33.87,27.0,3144.0,722.0,1510.0,680.0,3.1597,<1H OCEAN,228391.06496923103
-118.05,34.06,45.0,531.0,164.0,722.0,166.0,2.1406,<1H OCEAN,178411.36759199243
-118.21,34.14,44.0,1681.0,407.0,1105.0,387.0,3.2222,<1H OCEAN,202944.3450828938
-117.98,33.78,31.0,2825.0,546.0,1908.0,563.0,3.9798,<1H OCEAN,195167.18793177485
-117.15,34.04,14.0,2845.0,420.0,1172.0,377.0,7.5822,INLAND,267520.35831529583
-118.11,33.81,37.0,1694.0,280.0,776.0,271.0,6.2187,<1H OCEAN,400541.8662663741
-118.48,34.21,25.0,2879.0,723.0,2077.0,649.0,3.3864,<1H OCEAN,208892.82124073914
-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,NEAR OCEAN,255401.2295860414
-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,INLAND,172027.8170074436
-118.19,34.12,46.0,3387.0,820.0,2833.0,813.0,2.987,<1H OCEAN,191573.35200484833
-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,INLAND,165861.69589220668
-118.08,33.85,22.0,1055.0,204.0,682.0,216.0,6.0,<1H OCEAN,272107.9098909074
-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,<1H OCEAN,456176.44964358566
-117.4,34.04,17.0,1906.0,334.0,1550.0,338.0,3.025,INLAND,107480.280617397
-123.5,39.67,22.0,2124.0,450.0,1122.0,446.0,2.1793,INLAND,82343.5316771895
-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,INLAND,115905.38134854534
-121.48,38.54,41.0,3364.0,685.0,1841.0,626.0,2.1975,INLAND,89718.83179799149
-122.18,37.45,43.0,2061.0,437.0,817.0,385.0,4.4688,NEAR BAY,348811.97041834483
-117.01,32.76,34.0,3415.0,608.0,1464.0,593.0,4.0549,<1H OCEAN,174724.96639699544
-118.36,33.93,40.0,1625.0,500.0,2036.0,476.0,2.6298,<1H OCEAN,173932.88479528934
-122.71,38.34,22.0,1249.0,335.0,699.0,308.0,2.6033,<1H OCEAN,169989.1739652899
-118.51,34.2,35.0,1614.0,308.0,850.0,330.0,4.1806,<1H OCEAN,220708.72302323722
-118.56,34.18,36.0,1366.0,224.0,719.0,270.0,4.8264,<1H OCEAN,232317.68171693746
-122.09,37.35,30.0,1502.0,186.0,501.0,180.0,10.0259,NEAR BAY,499291.4261428572
-119.01,36.05,27.0,1127.0,294.0,839.0,276.0,1.3807,INLAND,52086.63695940837
-117.4,34.08,21.0,3622.0,667.0,2503.0,720.0,3.8531,INLAND,119348.79206115226
-118.41,34.24,38.0,490.0,101.0,402.0,100.0,3.125,<1H OCEAN,240950.6561609906
-117.9,33.74,18.0,1884.0,442.0,1915.0,442.0,2.3783,<1H OCEAN,168505.08906666547
-117.92,34.09,35.0,1810.0,318.0,1164.0,332.0,5.0123,<1H OCEAN,211260.74173861652
-122.28,37.52,29.0,1526.0,355.0,724.0,315.0,4.0313,NEAR OCEAN,312550.27585262264
-117.22,33.14,5.0,4576.0,848.0,2314.0,705.0,5.0123,NEAR OCEAN,262187.68021541944
-122.41,37.75,52.0,1678.0,386.0,1220.0,357.0,2.5809,NEAR BAY,249703.8678822964
-122.47,37.76,52.0,4001.0,809.0,1886.0,756.0,3.3239,NEAR BAY,345993.6860012312
-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,1.5132,<1H OCEAN,97676.0427523957
-118.32,34.04,47.0,1989.0,532.0,1430.0,519.0,1.8333,<1H OCEAN,150779.39418484952
-120.27,37.12,17.0,3328.0,628.0,1580.0,619.0,2.9861,INLAND,106210.15931995132
-121.07,39.15,15.0,6828.0,1319.0,3002.0,1318.0,2.4726,INLAND,124415.1437727494
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,NEAR BAY,131919.39048180493
-120.43,37.35,15.0,1613.0,203.0,673.0,213.0,5.9378,INLAND,175106.40839795058
-122.47,37.79,52.0,2383.0,477.0,990.0,464.0,3.9688,NEAR BAY,476876.6012206967
-122.31,37.91,39.0,2955.0,696.0,1417.0,682.0,2.7628,NEAR BAY,172066.87249483878
-118.14,33.76,52.0,2677.0,642.0,1144.0,624.0,4.3889,NEAR OCEAN,386278.35777559644
-121.9,37.37,20.0,78.0,72.0,120.0,69.0,1.0938,<1H OCEAN,278698.4126555286
-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,<1H OCEAN,207546.55460425318
-117.7,33.57,4.0,3283.0,911.0,1512.0,782.0,3.3125,<1H OCEAN,225363.47582952995
-119.94,38.95,25.0,1789.0,536.0,1134.0,396.0,2.32,INLAND,105199.41331799999
-121.82,37.26,10.0,3030.0,574.0,1623.0,589.0,5.1356,<1H OCEAN,265700.510892547
-121.24,38.78,18.0,549.0,143.0,249.0,136.0,0.8691,INLAND,108027.83760776436
-122.42,37.77,52.0,1925.0,568.0,867.0,515.0,2.879,NEAR BAY,333711.1003661087
-122.3,37.9,30.0,1772.0,471.0,880.0,437.0,2.2672,NEAR BAY,169448.0198837368
-118.15,33.78,13.0,3056.0,861.0,1600.0,824.0,3.3003,NEAR OCEAN,240442.26243966707
-117.88,33.87,35.0,1919.0,349.0,1302.0,345.0,5.6409,<1H OCEAN,240308.15577157345
-118.51,33.98,40.0,1901.0,679.0,865.0,587.0,2.3417,<1H OCEAN,315810.9234757871
-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,2.0048,INLAND,93856.12563441142
-117.94,33.81,25.0,1731.0,482.0,1127.0,455.0,3.256,<1H OCEAN,193103.95492382947
-118.18,33.92,32.0,2035.0,519.0,2282.0,480.0,3.2734,<1H OCEAN,154494.65658506434
-122.33,40.6,5.0,6383.0,1206.0,2965.0,1141.0,3.8103,INLAND,126075.25613616659
-121.42,38.53,37.0,1958.0,367.0,1171.0,366.0,2.8298,INLAND,98221.75307721796
-118.19,33.83,30.0,2246.0,552.0,1032.0,548.0,3.5871,NEAR OCEAN,279512.2968551481
-122.69,38.27,32.0,2344.0,434.0,1066.0,384.0,4.0313,<1H OCEAN,252558.1098646722
-118.3,34.02,42.0,2386.0,670.0,2327.0,661.0,1.6699,<1H OCEAN,128950.17357271546
-117.77,33.67,12.0,4329.0,1068.0,1913.0,978.0,4.5094,<1H OCEAN,245154.8393758026
-117.98,33.9,6.0,1537.0,347.0,506.0,280.0,4.8264,<1H OCEAN,216657.2109625924
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,NEAR BAY,137825.72511324837
-118.76,34.26,26.0,1750.0,284.0,962.0,278.0,4.5673,<1H OCEAN,223630.2643876021
-117.94,33.89,30.0,2577.0,404.0,1076.0,374.0,6.7528,<1H OCEAN,369711.4837789007
-121.27,38.75,21.0,4812.0,1117.0,1985.0,1045.0,2.5083,INLAND,130342.94520949105
-119.31,36.34,14.0,2985.0,607.0,2250.0,607.0,2.1602,INLAND,74365.18859983407
-117.11,32.73,27.0,3160.0,627.0,1628.0,612.0,3.8864,NEAR OCEAN,137102.9512041972
-118.17,34.05,45.0,733.0,178.0,715.0,165.0,2.5962,<1H OCEAN,138283.95150820975
-120.41,36.77,24.0,1335.0,312.0,1180.0,267.0,1.947,INLAND,62061.8163055452
-118.04,34.1,38.0,2317.0,451.0,1155.0,426.0,4.1488,INLAND,273832.2083353196
-117.87,33.99,21.0,2837.0,515.0,2031.0,555.0,4.9271,<1H OCEAN,216248.62002904943
-118.19,33.8,41.0,2125.0,591.0,1604.0,555.0,2.9943,NEAR OCEAN,191051.93412788594
-120.19,36.61,29.0,1479.0,338.0,1408.0,322.0,2.293,INLAND,68333.84713177843
-122.42,37.74,52.0,1916.0,432.0,889.0,424.0,4.0391,NEAR BAY,296402.7700034194
-117.65,33.48,6.0,1638.0,188.0,572.0,174.0,13.0502,<1H OCEAN,484111.66440476186
-122.03,37.55,22.0,9167.0,1373.0,4319.0,1404.0,6.992,NEAR BAY,385340.25381779484
-117.98,33.94,36.0,4297.0,717.0,2038.0,700.0,5.2851,<1H OCEAN,233461.7743128688
-122.41,37.76,52.0,3452.0,784.0,2987.0,753.0,2.8135,NEAR BAY,299912.14724340796
-118.06,34.12,34.0,2941.0,558.0,1660.0,576.0,4.5667,INLAND,274263.1401628938
-122.08,37.04,34.0,2800.0,577.0,1353.0,512.0,4.1161,NEAR OCEAN,255667.29532860935
-118.41,34.02,16.0,5825.0,1866.0,3390.0,1752.0,3.0965,<1H OCEAN,295768.7544131781
-121.46,38.66,3.0,3438.0,603.0,1602.0,554.0,3.9914,INLAND,139574.25458637963
-121.1,39.15,10.0,680.0,143.0,354.0,140.0,4.0333,INLAND,161441.32940168484
-118.32,33.83,19.0,3792.0,790.0,2105.0,834.0,5.2363,<1H OCEAN,326192.7793313491
-117.78,33.71,4.0,974.0,232.0,428.0,203.0,4.6141,<1H OCEAN,203675.06612866448
-119.71,36.8,25.0,875.0,156.0,646.0,166.0,3.0,INLAND,84358.35912397243
-121.92,37.31,13.0,6035.0,1551.0,2946.0,1481.0,4.0524,<1H OCEAN,254029.29085979998
-121.28,38.7,14.0,5827.0,1246.0,2578.0,1038.0,3.0212,INLAND,120385.5142876561
-121.82,39.75,37.0,2236.0,372.0,974.0,379.0,3.2016,INLAND,100950.4923549529
-118.37,34.08,28.0,4376.0,1202.0,1847.0,1128.0,2.6713,<1H OCEAN,310990.3863913904
-118.34,33.99,47.0,1107.0,199.0,437.0,178.0,3.7344,<1H OCEAN,183263.09416947645
-121.24,37.98,33.0,450.0,123.0,236.0,103.0,1.1964,INLAND,77866.3836714439
-122.31,38.27,34.0,1748.0,284.0,783.0,303.0,4.3585,NEAR BAY,189409.3119735884
-122.01,37.38,32.0,726.0,204.0,538.0,203.0,4.505,<1H OCEAN,252236.65999571164
-118.34,34.16,44.0,1717.0,391.0,848.0,353.0,3.6111,<1H OCEAN,277346.8544554835
-120.88,38.16,8.0,2029.0,387.0,1000.0,364.0,4.0109,INLAND,150921.66423009557
-117.77,33.71,5.0,4050.0,584.0,1986.0,598.0,7.5847,<1H OCEAN,327703.3365169959
-118.13,33.96,36.0,1933.0,341.0,958.0,335.0,4.4732,<1H OCEAN,229591.96778051986
-117.05,33.02,18.0,917.0,121.0,388.0,131.0,6.3517,<1H OCEAN,262175.2321035915
-118.41,33.9,39.0,2040.0,336.0,926.0,351.0,7.5552,<1H OCEAN,452227.19325735635
-122.06,37.39,26.0,18.0,4.0,8.0,4.0,3.75,NEAR BAY,239106.3640633728
-122.3,37.97,34.0,2854.0,528.0,1211.0,452.0,3.5353,NEAR BAY,161266.52549646693
-121.81,39.71,18.0,1222.0,250.0,708.0,281.0,2.0288,INLAND,82112.40533654147
-118.35,34.09,35.0,2705.0,785.0,1526.0,793.0,3.0349,<1H OCEAN,323150.7009058724
-117.02,33.76,20.0,1317.0,203.0,453.0,158.0,2.8393,INLAND,132162.90903162383
-121.68,36.67,26.0,5745.0,1017.0,2780.0,996.0,5.0,<1H OCEAN,261213.61928704407
-118.43,34.22,34.0,2300.0,429.0,1447.0,455.0,4.2656,<1H OCEAN,210129.71821761187
-117.15,34.83,30.0,5370.0,1062.0,2778.0,944.0,3.099,INLAND,88331.57677546011
-121.89,37.35,47.0,2879.0,631.0,2229.0,606.0,3.2599,<1H OCEAN,211080.4768791314
-118.29,33.98,30.0,1162.0,318.0,1207.0,289.0,1.223,<1H OCEAN,105489.05826972125
-122.23,37.82,52.0,3242.0,366.0,1001.0,352.0,12.2138,NEAR BAY,499586.16166666674
-120.83,37.07,16.0,3736.0,761.0,1942.0,730.0,2.5598,INLAND,107685.62265068461
